zoneid,tsfout,tsfin,tsfpair
47,1608.3999999999992,1569.299999999999,1588.849999999999
48,525.8000000000001,520.7000000000002,523.2500000000001
49,1738.2999999999993,1687.999999999999,1713.1499999999992
50,2447.7999999999997,2254.799999999999,2351.2999999999993
51,2726.399999999999,2700.399999999999,2713.399999999999
52,1559.7999999999986,1534.1999999999996,1546.999999999999
53,2095.399999999999,2165.199999999999,2130.2999999999993
54,679.4999999999999,684.3000000000002,681.9000000000001
55,1217.8999999999996,1186.7999999999997,1202.3499999999997
56,1314.7999999999993,1314.4999999999995,1314.6499999999994
57,878.7,832.0000000000002,855.3500000000001
58,30.099999999999998,34.2,32.15
59,262.40000000000003,264.69999999999993,263.54999999999995
60,1379.799999999999,1356.7,1368.2499999999995
61,1902.6999999999998,1978.4999999999986,1940.5999999999992
62,2060.099999999999,1999.8000000000002,2029.9499999999996
63,362.2000000000002,367.3000000000001,364.75000000000017
64,2359.399999999999,2158.299999999999,2258.849999999999
65,2364.599999999999,2342.0999999999995,2353.3499999999995
66,1336.9999999999998,1371.0999999999992,1354.0499999999995
67,1449.5,2061.499999999999,1755.4999999999995
68,1109.3999999999999,1143.4000000000003,1126.4
69,1131.1,1152.8,1141.9499999999998
70,1123.6999999999996,1146.1999999999998,1134.9499999999998
71,909.4,932.9,921.15
72,235.79999999999998,241.1,238.45
73,885.1,907.9999999999998,896.55
74,1143.3000000000006,1195.9999999999995,1169.65
75,1251.4999999999995,1247.5,1249.4999999999998
76,386.9999999999999,407.90000000000003,397.44999999999993
77,158.69999999999993,154.20000000000002,156.45
78,684.7000000000002,695.2000000000002,689.9500000000002
79,869.9000000000001,868.8,869.35
80,596.1000000000001,596.5000000000002,596.3000000000002
81,774.1000000000001,796.8000000000004,785.4500000000003
82,589.4000000000001,609.9000000000001,599.6500000000001
83,1279.1,1358.4999999999993,1318.7999999999997
84,780.6999999999998,812.8000000000001,796.75
85,104.40000000000002,104.4,104.4
86,15.799999999999999,16.4,16.099999999999998
87,1146.0,1154.0999999999997,1150.0499999999997
88,1071.6999999999998,1085.3,1078.5
89,579.2000000000002,604.1,591.6500000000001
90,373.1000000000001,387.7,380.40000000000003
91,276.30000000000007,266.2999999999999,271.29999999999995
92,1103.3999999999994,1097.6999999999998,1100.5499999999997
93,1401.6999999999994,1432.9999999999993,1417.3499999999995
94,527.3,539.3000000000001,533.3
95,235.79999999999995,245.00000000000006,240.4
96,246.29999999999998,272.8,259.55
97,231.79999999999995,231.90000000000003,231.85
98,1538.8999999999999,1626.3999999999994,1582.6499999999996
99,1006.7,979.9,993.3
100,330.60000000000014,343.70000000000005,337.1500000000001
101,912.0,927.6999999999998,919.8499999999999
102,784.2999999999998,752.0999999999998,768.1999999999998
103,62.100000000000016,61.70000000000001,61.90000000000001
104,1346.2999999999995,1327.9999999999995,1337.1499999999996
105,881.7999999999997,898.8,890.2999999999998
106,568.0999999999999,514.5,541.3
107,1598.4999999999989,1640.0999999999992,1619.299999999999
108,1352.4999999999993,1372.6999999999991,1362.5999999999992
109,294.8999999999998,265.99999999999994,280.4499999999999
110,429.60000000000014,410.6000000000002,420.10000000000014
111,1070.5999999999995,1016.5999999999997,1043.5999999999995
112,743.1999999999998,721.6999999999998,732.4499999999998
113,249.79999999999995,239.69999999999993,244.74999999999994
114,584.1,620.5999999999999,602.3499999999999
115,1158.3,1090.000000000001,1124.1500000000005
116,351.2999999999999,384.29999999999984,367.79999999999984
117,823.0000000000005,864.4000000000004,843.7000000000005
